grade,caster.id,stand.id,force,avg.width,temperature,entry.gauge,exit.gauge,roller.diameter
Grade01,S,F3,1893.812,50.2988,1747.483,0.2704264,0.1763322,634.2133
Grade01,S,F4,1579.541,50.2988,1703.892,0.1763322,0.1257944,663.8282
Grade01,S,F5,1014.407,50.2988,1659.537,0.1257944,0.1011444,606.8528
Grade01,S,F1,2889.738,50.2382,1829.052,1.039944,0.5237921,801.1063
Grade01,S,F2,2684.039,50.2382,1785.475,0.5237921,0.2661507,755.1846
Grade01,S,F3,1864.728,50.2382,1748.44,0.2661507,0.1748393,634.2133
Grade01,S,F4,1548.007,50.2382,1704.46,0.1748393,0.1258761,663.8282
Grade01,S,F5,1032.046,50.2382,1659.151,0.1258761,0.1012438,606.8528
Grade01,S,F1,3071.122,50.2381,1822.542,1.041358,0.4926154,801.1063
Grade01,S,F2,2721.976,50.2381,1779.983,0.4926154,0.2437574,755.1846
Grade01,S,F3,2078.791,50.2381,1742.281,0.2437574,0.153681,634.2133
Grade01,S,F4,1535.801,50.2381,1701.931,0.153681,0.1099358,663.8282
Grade01,S,F5,1033.46,50.2381,1655.834,0.1099358,0.0879503,606.8528
Grade01,S,F1,3049.475,50.231,1821.583,1.041309,0.4922461,801.1063
Grade01,S,F2,2702.021,50.231,1779.41,0.4922461,0.2415922,755.1846
Grade01,S,F3,1944.632,50.231,1743.225,0.2415922,0.1566818,634.2133
Grade01,S,F4,1583.864,50.231,1701.166,0.1566818,0.1113855,663.8282
Grade01,S,F5,1091.477,50.231,1656.41,0.1113855,0.08809143,606.8528
Grade01,S,F1,2167.755,50.2098,1838.232,1.096918,0.7294893,801.6938
Grade01,S,F2,2013.962,50.2098,1787.164,0.7294893,0.4752223,755.4302
Grade01,S,F3,1439.377,50.2098,1741.518,0.4752223,0.3460279,639.5116
Grade01,S,F4,1205.734,50.2098,1694.553,0.3460279,0.2674398,655.2275
Grade01,S,F5,832.9122,50.2098,1647.882,0.2674398,0.2227025,590.0678
Grade01,S,F1,2310.021,50.1486,1836.921,1.098003,0.7066509,801.6938
Grade01,S,F2,2268.229,50.1486,1788.065,0.7066509,0.4334871,755.4302
Grade01,S,F3,1477.905,50.1486,1745.131,0.4334871,0.3063596,639.5116
Grade01,S,F4,1278.659,50.1486,1698.607,0.3063596,0.2340335,655.2275
Grade01,S,F5,918.3839,50.1486,1652.974,0.2340335,0.1923049,590.0678
Grade01,S,F1,2312.254,50.1574,1832.921,1.097066,0.7034267,801.6938
Grade01,S,F2,2271.071,50.1574,1782.406,0.7034267,0.4327193,755.4302
Grade01,S,F3,1476.76,50.1574,1737.526,0.4327193,0.303147,639.5116
Grade01,S,F4,1283.344,50.1574,1689.336,0.303147,0.2326312,655.2275
Grade01,S,F5,904.6442,50.1574,1642.303,0.2326312,0.1923973,590.0678
Grade01,S,F1,2310.56,50.1187,1828.356,1.098414,0.7012463,801.6938
Grade01,S,F2,2244.89,50.1187,1778.372,0.7012463,0.4331201,755.4302
Grade01,S,F3,1508.449,50.1187,1733.831,0.4331201,0.3004521,639.5116
Grade01,S,F4,1269.573,50.1187,1686.609,0.3004521,0.2316664,655.2275
Grade01,S,F5,901.7369,50.1187,1639.707,0.2316664,0.1925712,590.0678
Grade01,S,F1,2287.343,50.1306,1826.421,1.097322,0.7007956,801.6938
Grade01,S,F2,2265.108,50.1306,1775.069,0.7007956,0.4332076,755.4302
Grade01,S,F3,1547.649,50.1306,1729.53,0.4332076,0.2995626,639.5116
Grade01,S,F4,1268.328,50.1306,1681.858,0.2995626,0.2311548,655.2275
Grade01,S,F5,904.0912,50.1306,1633.772,0.2311548,0.1923454,590.0678
Grade01,S,F1,2317.539,50.0328,1838.421,1.090921,0.6648409,801.6938
Grade01,S,F2,2358.109,50.0328,1787.39,0.6648409,0.4042844,755.4302
Grade01,S,F3,1706.918,50.0328,1742.51,0.4042844,0.2704017,639.5116
Grade01,S,F4,1409.822,50.0328,1695.599,0.2704017,0.2039237,655.2275
Grade01,S,F5,944.2183,50.0328,1647.949,0.2039237,0.1682876,590.0678
Grade01,S,F1,2461.364,50.1234,1837.447,1.091228,0.644361,801.6938
Grade01,S,F2,2503.491,50.1234,1788.147,0.644361,0.3794704,755.4302
Grade01,S,F3,1701.971,50.1234,1744.139,0.3794704,0.2536145,639.5116
Grade01,S,F4,1370.198,50.1234,1697.638,0.2536145,0.191194,655.2275
Grade01,S,F5,961.3528,50.1234,1649.325,0.191194,0.1569194,590.0678
Grade01,S,F1,1928.84,50.14,1833.753,1.043032,0.6995593,801.6938
Grade01,S,F2,2021.749,50.14,1779.467,0.6995593,0.4594847,755.4302
Grade01,S,F3,1394.868,50.14,1731.568,0.4594847,0.3311627,639.5116
Grade01,S,F4,1128.867,50.14,1681.818,0.3311627,0.2636612,655.2275
Grade01,S,F5,783.1747,50.14,1632.13,0.2636612,0.2226531,590.0678
Grade01,S,F1,2291.056,50.0152,1791.73,1.21873,0.7855272,801.6938
Grade01,S,F2,2059.501,50.0152,1745.106,0.7855272,0.5109426,755.4302
Grade01,S,F3,1519.808,50.0152,1703.136,0.5109426,0.358568,639.5116
Grade01,S,F4,1240.872,50.0152,1659.384,0.358568,0.2778635,655.2275
Grade01,S,F5,1049.037,50.0152,1614.906,0.2778635,0.2225799,597.8916
Grade01,S,F1,2128.619,49.9328,1850.581,1.139925,0.725552,801.6938
Grade01,S,F2,2008.808,49.9328,1799.936,0.725552,0.4708815,755.4302
Grade01,S,F3,1447.942,49.9328,1754.005,0.4708815,0.3323305,639.5116
Grade01,S,F4,1108.975,49.9328,1706.767,0.3323305,0.2629884,655.2275
Grade01,S,F5,827.5245,49.9328,1659.392,0.2629884,0.2224123,597.8916
Grade01,S,F1,2120.855,49.9621,1832.296,1.145635,0.7365041,801.6938
Grade01,S,F2,2103.816,49.9621,1783.962,0.7365041,0.4741071,755.4302
Grade01,S,F3,1419.875,49.9621,1740.931,0.4741071,0.3352554,639.5116
Grade01,S,F4,1170.891,49.9621,1694.93,0.3352554,0.2638202,655.2275
Grade01,S,F5,836.8151,49.9621,1648.88,0.2638202,0.22253,597.8916
Grade01,S,F1,1894.751,49.736,1842.329,1.141451,0.7689308,801.6938
Grade01,S,F2,1708.026,49.736,1789.178,0.7689308,0.5344305,755.4302
Grade01,S,F3,1199.716,49.736,1740.393,0.5344305,0.3996612,639.5116
Grade01,S,F4,908.2262,49.736,1690.984,0.3996612,0.331493,655.2275
Grade01,S,F5,671.7154,49.736,1642.546,0.331493,0.2883813,597.8916
Grade01,S,F1,2012.451,49.8284,1827.436,1.136855,0.7334949,801.6938
Grade01,S,F2,2055.586,49.8284,1764.68,0.7334949,0.4699163,755.4302
Grade01,S,F3,1377.837,49.8284,1709.66,0.4699163,0.3328206,639.5116
Grade01,S,F4,1212.373,49.8284,1652.326,0.3328206,0.2609985,655.2275
Grade01,S,F5,855.8291,49.8284,1595.127,0.2609985,0.2177624,597.8916
Grade01,S,F1,2633.804,49.7326,1807.683,0.94907,0.5585016,801.6938
Grade01,S,F2,2844.204,49.7326,1756.17,0.5585016,0.3060451,771.2585
Grade01,S,F3,2048.936,49.7326,1717.089,0.3060451,0.1983279,634.2133
Grade01,S,F4,1540.366,49.7326,1673.211,0.1983279,0.144729,655.2275
Grade01,S,F5,1068.587,49.7326,1624.731,0.144729,0.1170185,597.8916
Grade01,S,F1,2124.63,49.6652,1818.035,1.207831,0.8177866,801.6938
Grade01,S,F2,1868.769,49.6652,1766.436,0.8177866,0.5570877,771.2585
Grade01,S,F3,1328.714,49.6652,1719.588,0.5570877,0.4171489,634.2133
Grade01,S,F4,1015.032,49.6652,1672.012,0.4171489,0.3392369,655.2275
Grade01,S,F5,804.3718,49.6652,1624.569,0.3392369,0.2898947,597.8916
Grade01,S,F1,2435.287,49.6071,1830.553,1.048882,0.6430796,801.6938
Grade01,S,F2,2247.694,49.6071,1780.983,0.6430796,0.3926042,771.2585
Grade01,S,F3,1414.084,49.6071,1737.523,0.3926042,0.2833633,634.2133
Grade01,S,F4,1255.443,49.6071,1689.152,0.2833633,0.2166095,655.2275
Grade01,S,F5,829.6711,49.6071,1641.934,0.2166095,0.1823804,597.8916
Grade01,S,F1,2310.318,49.6648,1831.74,1.047988,0.6562632,801.6938
Grade01,S,F2,2280.244,49.6648,1780.735,0.6562632,0.4031318,771.2585
Grade01,S,F3,1537.955,49.6648,1736.557,0.4031318,0.2829889,634.2133
Grade01,S,F4,1265.515,49.6648,1689.15,0.2829889,0.2159016,655.2275
Grade01,S,F5,853.6653,49.6648,1641.587,0.2159016,0.1819167,597.8916
Grade01,S,F1,2422.216,49.8055,1815.724,1.052139,0.6457119,801.6938
Grade01,S,F2,2276.249,49.8055,1766.925,0.6457119,0.3964041,771.2585
Grade01,S,F3,1574.95,49.8055,1724.484,0.3964041,0.2767598,634.2133
Grade01,S,F4,1286.101,49.8055,1678.78,0.2767598,0.2108522,655.2275
Grade01,S,F5,877.7709,49.8055,1632.475,0.2108522,0.1769623,597.8916
Grade01,S,F1,2080.265,49.3065,1816.829,1.05741,0.6980008,801.6938
Grade01,S,F2,2010.303,49.3065,1765.828,0.6980008,0.4550928,771.2585
Grade01,S,F3,1370.314,49.3065,1720.515,0.4550928,0.33244,634.2133
Grade01,S,F4,1116.421,49.3065,1673.21,0.33244,0.2625198,655.2275
Grade01,S,F5,795.3512,49.3065,1625.666,0.2625198,0.222806,597.8916
Grade01,S,F1,2063.662,49.3922,1822.673,1.054983,0.6929381,801.6938
Grade01,S,F2,2035.231,49.3922,1772.026,0.6929381,0.4527315,771.2585
Grade01,S,F3,1359.845,49.3922,1727.655,0.4527315,0.3294466,634.2133
Grade01,S,F4,1062.839,49.3922,1680.734,0.3294466,0.2611339,655.2275
Grade01,S,F5,760.2943,49.3922,1633.187,0.2611339,0.2226898,597.8916
Grade01,S,F1,2392.261,49.0806,1829.671,1.049143,0.6230495,801.6938
Grade01,S,F2,2293.134,49.0806,1780.787,0.6230495,0.3784039,771.2585
Grade01,S,F3,1647.366,49.0806,1738.374,0.3784039,0.2556592,634.2133
Grade01,S,F4,1337.844,49.0806,1693.168,0.2556592,0.1909986,655.2275
Grade01,S,F5,947.9102,49.0806,1647.529,0.1909986,0.1572045,597.8916
Grade01,S,F1,2536.008,48.3717,1822.394,0.9950628,0.5564567,801.6938
Grade01,S,F2,2389.147,48.3717,1773.874,0.5564567,0.32355,771.2585
Grade01,S,F3,1722.795,48.3717,1731.745,0.32355,0.2133239,634.2133
Grade01,S,F4,1351.327,48.3717,1686.416,0.2133239,0.1586174,655.2275
Grade01,S,F5,924.0231,48.3717,1639.347,0.1586174,0.1315262,597.8916
Grade01,S,F1,2160.598,47.3294,1818.831,1.054999,0.678152,801.6938
Grade01,S,F2,1883.037,47.3294,1769.277,0.678152,0.4440543,771.2585
Grade01,S,F3,1308.604,47.3294,1725.165,0.4440543,0.3214979,634.2133
Grade01,S,F4,1074.42,47.3294,1678.57,0.3214979,0.2526803,655.2275
Grade01,S,F5,788.8009,47.3294,1631.642,0.2526803,0.2127601,597.8916
Grade01,S,F1,2138.323,46.2128,1815.48,1.051373,0.6728746,801.6938
Grade01,S,F2,1916.925,46.2128,1766.869,0.6728746,0.4303536,771.2585
Grade01,S,F3,1363.633,46.2128,1723.754,0.4303536,0.3042646,634.2133
Grade01,S,F4,1100.731,46.2128,1678.259,0.3042646,0.2368641,655.2275
Grade01,S,F5,721.3076,46.2128,1632.016,0.2368641,0.2022805,597.8916
Grade01,S,F1,1931.462,44.8824,1824.865,1.046337,0.6964014,801.6938
Grade01,S,F2,1986.918,44.8824,1772.125,0.6964014,0.4396503,755.4302
Grade01,S,F3,1337.447,44.8824,1727.063,0.4396503,0.3162953,639.5116
Grade01,S,F4,1074.789,44.8824,1678.464,0.3162953,0.2434883,651.8159
Grade01,S,F5,633.4297,44.8824,1629.226,0.2434883,0.2076382,596.3642
Grade01,S,F1,2157.097,44.4693,1826.444,1.055358,0.6523954,801.6938
Grade01,S,F2,2138.926,44.4693,1778.088,0.6523954,0.3975859,755.4302
Grade01,S,F3,1431.836,44.4693,1736.523,0.3975859,0.2736333,639.5116
Grade01,S,F4,1233.039,44.4693,1690.651,0.2736333,0.2053956,651.8159
Grade01,S,F5,813.0529,44.4693,1645.138,0.2053956,0.1699573,596.3642
Grade01,S,F1,2293.2,44.4866,1817.785,1.000911,0.5969533,801.6938
Grade01,S,F2,2245.703,44.4866,1770.085,0.5969533,0.3548662,755.4302
Grade01,S,F3,1455.283,44.4866,1729.526,0.3548662,0.2398699,639.5116
Grade01,S,F4,1248.374,44.4866,1683.213,0.2398699,0.1801054,651.8159
Grade01,S,F5,877.6558,44.4866,1637.057,0.1801054,0.1476476,596.3642
Grade01,S,F1,2515.242,44.5375,1801.102,0.9532344,0.5381404,801.6938
Grade01,S,F2,2439.3,44.5375,1753.903,0.5381404,0.3037029,755.4302
Grade01,S,F3,1703.515,44.5375,1715.833,0.3037029,0.1989699,639.5116
Grade01,S,F4,1401.392,44.5375,1671.597,0.1989699,0.1448846,651.8159
Grade01,S,F5,973.2296,44.5375,1626.398,0.1448846,0.1165743,596.3642
Grade01,S,F1,2640.492,44.5288,1807.696,0.9455991,0.5072116,801.6938
Grade01,S,F2,2649.116,44.5288,1761.929,0.5072116,0.2622017,755.4302
Grade01,S,F3,1886.625,44.5288,1728.335,0.2622017,0.1649412,639.5116
Grade01,S,F4,1513.868,44.5288,1687.312,0.1649412,0.1154406,651.8159
Grade01,S,F5,958.5917,44.5288,1645.687,0.1154406,0.09110777,596.3642
Grade01,S,F1,2919.36,44.5096,1793.879,0.947395,0.4500169,801.6938
Grade01,S,F2,2668.059,44.5096,1750.829,0.4500169,0.2253705,755.4302
Grade01,S,F3,1853.143,44.5096,1716.817,0.2253705,0.1438575,639.5116
Grade01,S,F4,1504.193,44.5096,1673.865,0.1438575,0.1022219,651.8159
Grade01,S,F5,948.0743,44.5096,1630.612,0.1022219,0.08086479,596.3642
Grade01,S,F1,2819.438,44.4552,1794.045,0.9476568,0.4540518,801.6938
Grade01,S,F2,2561.243,44.4552,1749.198,0.4540518,0.2268292,755.4302
Grade01,S,F3,1807.976,44.4552,1712.429,0.2268292,0.1455221,639.5116
Grade01,S,F4,1510.511,44.4552,1668.752,0.1455221,0.1035815,651.8159
Grade01,S,F5,1021.543,44.4552,1624.642,0.1035815,0.08092739,596.3642
Grade01,S,F1,2765.892,44.4859,1794.804,0.9469187,0.4564996,801.6938
Grade01,S,F2,2635.281,44.4859,1749.658,0.4564996,0.224529,755.4302
Grade01,S,F3,1708.622,44.4859,1713.276,0.224529,0.146587,639.5116
Grade01,S,F4,1480.592,44.4859,1668.474,0.146587,0.1042738,651.8159
Grade01,S,F5,1028.672,44.4859,1624.089,0.1042738,0.08102817,596.3642
Grade01,S,F1,2741.862,44.4803,1803.025,0.9446368,0.4579518,801.6938
Grade01,S,F2,2604.705,44.4803,1758.323,0.4579518,0.2261509,755.4302
Grade01,S,F3,1749.786,44.4803,1721.984,0.2261509,0.1460887,639.5116
Grade01,S,F4,1525.887,44.4803,1678.116,0.1460887,0.1040165,651.8159
Grade01,S,F5,1018.616,44.4803,1633.837,0.1040165,0.08093483,596.3642
Grade01,S,F1,2733.562,44.4906,1807.209,0.9402023,0.4561299,801.6938
Grade01,S,F2,2596.221,44.4906,1763.378,0.4561299,0.2226265,755.4302
Grade01,S,F3,1783.02,44.4906,1726.849,0.2226265,0.1439494,639.5116
Grade01,S,F4,1498.698,44.4906,1683.605,0.1439494,0.1034257,651.8159
Grade01,S,F5,1005.379,44.4906,1638.253,0.1034257,0.08093271,596.3642
Grade01,S,F1,2751.735,44.5013,1808.569,0.9380663,0.4543538,801.6938
Grade01,S,F2,2558.575,44.5013,1763.595,0.4543538,0.2241798,755.4302
Grade01,S,F3,1776.707,44.5013,1726.606,0.2241798,0.145449,639.5116
Grade01,S,F4,1541.558,44.5013,1683.001,0.145449,0.1036972,651.8159
Grade01,S,F5,1009.667,44.5013,1638.362,0.1036972,0.08104943,596.3642
Grade01,S,F1,2744.021,44.4696,1803.199,0.9367244,0.4498095,801.6938
Grade01,S,F2,2537.794,44.4696,1758.885,0.4498095,0.220251,755.4302
Grade01,S,F3,1731.512,44.4696,1722.359,0.220251,0.1440229,639.5116
Grade01,S,F4,1522.001,44.4696,1678.64,0.1440229,0.1032341,651.8159
Grade01,S,F5,994.2632,44.4696,1634.333,0.1032341,0.08097535,596.3642
Grade01,S,F1,2737.659,44.4957,1803.339,0.9379892,0.4506201,801.6938
Grade01,S,F2,2556.988,44.4957,1757.914,0.4506201,0.2199167,755.4302
Grade01,S,F3,1742.769,44.4957,1721.433,0.2199167,0.1436402,639.5116
Grade01,S,F4,1476.554,44.4957,1677.807,0.1436402,0.1031459,651.8159
Grade01,S,F5,991.7204,44.4957,1632.166,0.1031459,0.08097941,596.3642
Grade01,S,F1,2573.709,44.5142,1809.651,0.934645,0.4547771,801.6938
Grade01,S,F2,2588.141,44.5142,1764.753,0.4547771,0.2180115,755.4302
Grade01,S,F3,1718.032,44.5142,1728.946,0.2180115,0.1432896,639.5116
Grade01,S,F4,1452.283,44.5142,1685.427,0.1432896,0.1029696,651.8159
Grade01,S,F5,980.8077,44.5142,1639.943,0.1029696,0.08101393,596.3642
Grade01,S,F1,2568.852,44.5061,1805.554,0.9371867,0.4442671,801.6938
Grade01,S,F2,2592.161,44.5061,1760.793,0.4442671,0.2160618,755.4302
Grade01,S,F3,1703.186,44.5061,1725.487,0.2160618,0.142492,639.5116
Grade01,S,F4,1442.262,44.5061,1680.929,0.142492,0.1027487,651.8159
Grade01,S,F5,979.3405,44.5061,1635.13,0.1027487,0.08101606,596.3642
Grade01,S,F1,2625.207,44.5151,1810.358,0.9348887,0.432455,801.6938
Grade01,S,F2,2487.031,44.5151,1767.325,0.432455,0.2152736,755.4302
Grade01,S,F3,1706.202,44.5151,1731.295,0.2152736,0.142155,639.5116
Grade01,S,F4,1439.573,44.5151,1687.444,0.142155,0.1024951,651.8159
Grade01,S,F5,976.5864,44.5151,1642.633,0.1024951,0.08101465,596.3642
Grade01,S,F1,2623.496,44.4912,1804.292,0.9324975,0.4294556,801.6938
Grade01,S,F2,2454.491,44.4912,1759.652,0.4294556,0.2136146,755.4302
Grade01,S,F3,1800.922,44.4912,1721.146,0.2136146,0.1385387,639.5116
Grade01,S,F4,1335.638,44.4912,1677.276,0.1385387,0.1013951,651.8159
Grade01,S,F5,940.2302,44.4912,1627.827,0.1013951,0.08095894,596.3642
Grade01,S,F1,2592.127,44.4904,1808.547,0.9304501,0.4294685,801.6938
Grade01,S,F2,2390.563,44.4904,1764.737,0.4294685,0.2158276,755.4302
Grade01,S,F3,1723.428,44.4904,1726.691,0.2158276,0.1412632,639.5116
Grade01,S,F4,1381.545,44.4904,1682.565,0.1412632,0.1024737,651.8159
Grade01,S,F5,969.7982,44.4904,1635.869,0.1024737,0.08103012,596.3642
Grade01,S,F1,2582.224,44.4954,1810.988,0.9322105,0.43154,801.6938
Grade01,S,F2,2386.055,44.4954,1766.217,0.43154,0.2157926,755.4302
Grade01,S,F3,1700.331,44.4954,1728.183,0.2157926,0.1420663,639.5116
Grade01,S,F4,1420.313,44.4954,1683.238,0.1420663,0.1024134,651.8159
Grade01,S,F5,972.6092,44.4954,1637.058,0.1024134,0.08102611,596.3642
Grade01,S,F1,2582.022,44.5063,1810.543,0.9364803,0.4313209,801.6938
Grade01,S,F2,2400.753,44.5063,1765.14,0.4313209,0.2133442,755.4302
Grade01,S,F3,1675.741,44.5063,1726.633,0.2133442,0.1411323,639.5116
Grade01,S,F4,1402.891,44.5063,1681.016,0.1411323,0.1019493,651.8159
Grade01,S,F5,950.3239,44.5063,1634.734,0.1019493,0.08103101,596.3642
Grade01,S,F1,2576.013,44.5292,1814.641,0.9351803,0.4309348,801.6938
Grade01,S,F2,2415.088,44.5292,1769.196,0.4309348,0.2123062,755.4302
Grade01,S,F3,1654.482,44.5292,1731.354,0.2123062,0.1411638,639.5116
Grade01,S,F4,1404.048,44.5292,1685.359,0.1411638,0.1019751,651.8159
Grade01,S,F5,955.9917,44.5292,1639.153,0.1019751,0.08107653,596.3642
Grade01,S,F1,2571.162,44.5057,1813.228,0.9373847,0.4308902,801.6938
Grade01,S,F2,2436.512,44.5057,1768.055,0.4308902,0.2107447,755.4302
Grade01,S,F3,1646.096,44.5057,1730.927,0.2107447,0.1403359,639.5116
Grade01,S,F4,1395.707,44.5057,1685.26,0.1403359,0.1014751,651.8159
Grade01,S,F5,934.1305,44.5057,1639.503,0.1014751,0.0809823,596.3642
Grade01,S,F1,2588.585,44.5126,1814.955,0.9375058,0.4289162,801.6938
Grade01,S,F2,2461.687,44.5126,1769.353,0.4289162,0.2100624,755.4302
Grade01,S,F3,1653.866,44.5126,1732.357,0.2100624,0.1396263,639.5116
Grade01,S,F4,1396.937,44.5126,1686.057,0.1396263,0.10111,651.8159
Grade01,S,F5,935.8184,44.5126,1639.203,0.10111,0.08098222,596.3642
Grade01,S,F1,2593.732,44.5063,1816.164,0.9377978,0.4262394,801.6938
Grade01,S,F2,2465.648,44.5063,1771.219,0.4262394,0.210224,755.4302
Grade01,S,F3,1659.204,44.5063,1734.193,0.210224,0.1392436,639.5116
Grade01,S,F4,1394.596,44.5063,1688.562,0.1392436,0.1009743,651.8159
Grade01,S,F5,934.7418,44.5063,1641.94,0.1009743,0.08099556,596.3642
Grade01,S,F1,2593.359,44.4928,1813.012,0.9412128,0.4261312,801.6938
Grade01,S,F2,2462.07,44.4928,1768.378,0.4261312,0.2118613,755.4302
Grade01,S,F3,1683.429,44.4928,1731.592,0.2118613,0.1395153,639.5116
Grade01,S,F4,1396.031,44.4928,1687.029,0.1395153,0.1009054,651.8159
Grade01,S,F5,933.562,44.4928,1640.855,0.1009054,0.0809494,596.3642
Grade01,S,F1,2587.167,44.5115,1818.569,0.9387945,0.4230361,801.6938
Grade01,S,F2,2460.982,44.5115,1773.545,0.4230361,0.2119245,755.4302
Grade01,S,F3,1687.479,44.5115,1736.015,0.2119245,0.1392926,639.5116
Grade01,S,F4,1396.446,44.5115,1690.603,0.1392926,0.1007829,651.8159
Grade01,S,F5,932.9861,44.5115,1644.13,0.1007829,0.08095963,596.3642
Grade01,S,F1,2552.882,43.6937,1811.458,0.9408895,0.4189196,801.6938
Grade01,S,F2,2405.542,43.6937,1765.804,0.4189196,0.2110365,755.4302
Grade01,S,F3,1653.636,43.6937,1728.144,0.2110365,0.1386718,639.5116
Grade01,S,F4,1381.546,43.6937,1682.354,0.1386718,0.09999377,651.8159
Grade01,S,F5,922.0319,43.6937,1635.924,0.09999377,0.08007011,596.3642
Grade01,S,F1,2512.123,43.3239,1824.21,0.9371893,0.4129888,801.6938
Grade01,S,F2,2363.985,43.3239,1778.519,0.4129888,0.2092479,755.4302
Grade01,S,F3,1633.926,43.3239,1739.709,0.2092479,0.1370334,639.5116
Grade01,S,F4,1333.298,43.3239,1694.088,0.1370334,0.09927196,651.8159
Grade01,S,F5,892.0418,43.3239,1646.802,0.09927196,0.07996741,596.3642
Grade01,S,F1,2371.398,42.7262,1830.08,0.9368805,0.42195,801.6938
Grade01,S,F2,2319.39,42.7262,1784.458,0.42195,0.2132259,755.4302
Grade01,S,F3,1618.506,42.7262,1746.528,0.2132259,0.1396214,639.5116
Grade01,S,F4,1304.982,42.7262,1700.699,0.1396214,0.1010757,651.8159
Grade01,S,F5,892.0159,42.7262,1653.015,0.1010757,0.08104128,596.3642
Grade01,S,F1,2620.578,42.6711,1780.259,0.9674453,0.4177904,801.6938
Grade01,S,F2,2317.779,42.6711,1741.006,0.4177904,0.2184389,755.4302
Grade01,S,F3,1651.753,42.6711,1709.458,0.2184389,0.142481,639.5116
Grade01,S,F4,1348.547,42.6711,1670.107,0.142481,0.1017523,651.8159
Grade01,S,F5,877.3561,42.6711,1628.464,0.1017523,0.08100975,596.3642
Grade01,N,F1,2646.463,58.7753,1823.668,1.152118,0.7618045,799.5943
Grade01,N,F2,2306.886,58.7753,1768.79,0.7618045,0.4970086,771.2585
Grade01,N,F3,1741.497,58.7753,1717.051,0.4970086,0.3672899,655.2275
Grade01,N,F4,1316.252,58.7753,1665.152,0.3672899,0.2868751,663.8282
Grade01,N,F5,956.4506,58.7753,1613.447,0.2868751,0.2438763,616.064
Grade01,N,F1,2685.283,58.941,1821.511,1.167144,0.785612,799.5943
Grade01,N,F2,2640.366,58.941,1771.269,0.785612,0.5023981,771.2585
Grade01,N,F3,1773.192,58.941,1726.067,0.5023981,0.3744128,655.2275
Grade01,N,F4,1399.992,58.941,1678.397,0.3744128,0.2897732,663.8282
Grade01,N,F5,959.8402,58.941,1630.845,0.2897732,0.2437602,616.064
Grade01,N,F1,2748.232,58.9508,1820.431,1.172602,0.7879131,799.5943
Grade01,N,F2,2584.498,58.9508,1770.833,0.7879131,0.5105777,771.2585
Grade01,N,F3,1777.964,58.9508,1726.315,0.5105777,0.3795789,655.2275
Grade01,N,F4,1416.59,58.9508,1679.398,0.3795789,0.2934952,663.8282
Grade01,N,F5,1037.599,58.9508,1632.452,0.2934952,0.2439149,616.064
Grade01,N,F1,2761.595,58.8543,1820.813,1.175291,0.7857951,799.5943
Grade01,N,F2,2534.789,58.8543,1774.454,0.7857951,0.5126116,771.2585
Grade01,N,F3,1746.429,58.8543,1732.59,0.5126116,0.3805119,655.2275
Grade01,N,F4,1401.385,58.8543,1688.074,0.3805119,0.2940568,663.8282
Grade01,N,F5,1022.367,58.8543,1643.588,0.2940568,0.2440259,616.064
Grade01,N,F1,2676.259,58.8178,1829.394,1.167966,0.7823851,799.5943
Grade01,N,F2,2473.842,58.8178,1781.85,0.7823851,0.5114847,771.2585
Grade01,N,F3,1707.416,58.8178,1738.812,0.5114847,0.3797152,655.2275
Grade01,N,F4,1377.867,58.8178,1693.366,0.3797152,0.2939399,663.8282
Grade01,N,F5,1000.741,58.8178,1648.138,0.2939399,0.2442701,616.064
Grade01,N,F1,2644.255,58.8273,1832.983,1.165035,0.7773124,799.5943
Grade01,N,F2,2442.405,58.8273,1785.914,0.7773124,0.5084086,771.2585
Grade01,N,F3,1659.571,58.8273,1742.755,0.5084086,0.3763205,655.2275
Grade01,N,F4,1347.097,58.8273,1697.237,0.3763205,0.2925314,663.8282
Grade01,N,F5,971.8561,58.8273,1652.16,0.2925314,0.2440426,616.064
Grade01,N,F1,2925.281,55.7753,1837.752,1.096387,0.6349727,799.5943
Grade01,N,F2,2630.033,55.7753,1791.497,0.6349727,0.3678167,771.2585
Grade01,N,F3,1840.921,55.7753,1747.845,0.3678167,0.2589332,655.2275
Grade01,N,F4,1491.92,55.7753,1700.174,0.2589332,0.1926379,663.8282
Grade01,N,F5,1046.495,55.7753,1652.826,0.1926379,0.1580888,616.064
Grade01,N,F1,2929.832,55.749,1837.968,1.097672,0.6383216,799.5943
Grade01,N,F2,2645.351,55.749,1791.845,0.6383216,0.3683846,771.2585
Grade01,N,F3,1849.775,55.749,1748.696,0.3683846,0.2589915,655.2275
Grade01,N,F4,1477.158,55.749,1701.391,0.2589915,0.1924942,663.8282
Grade01,N,F5,1043.212,55.749,1653.862,0.1924942,0.1581189,616.064
Grade01,N,F1,3047.905,55.2976,1835.829,1.098175,0.6148416,799.5943
Grade01,N,F2,2789.154,55.2976,1793.068,0.6148416,0.3375331,771.2585
Grade01,N,F3,1952.769,55.2976,1753.091,0.3375331,0.2312054,655.2275
Grade01,N,F4,1580.851,55.2976,1708.589,0.2312054,0.1670636,663.8282
Grade01,N,F5,1126.411,55.2976,1663.711,0.1670636,0.1346609,616.064
Grade01,N,F1,2962.774,54.731,1835.335,1.050275,0.5930865,799.5943
Grade01,N,F2,2718.977,54.731,1789.719,0.5930865,0.3249767,771.2585
